Extraction Date,Depart Date,Airline Name,Airline Code,Price,Depart Time,Arrival Time,Duration,Departure Airport,Arrival Airport,Free Checked Baggage,Free Carry On Baggage
2025-07-27,2025-08-07,香港快運航空,UO,784,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,864,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,920,14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,935,09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,大灣區航空,GB,952,11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,957,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,958,10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,"1,008",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-07,香港航空,HX,"1,031",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港航空,HX,"1,031",07:40,13:30,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港快運航空,UO,"1,104",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港航空,HX,"1,257",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,香港航空,HX,"1,507",14:25,20:00,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,大灣區航空,GB,"1,534",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,373",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-07,國泰航空,CX,"5,839",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,871,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,885,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,885,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,941,09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,941,10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,大灣區航空,GB,952,11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,957,14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,"1,134",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港航空,HX,"1,257",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港航空,HX,"1,257",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,大灣區航空,GB,"1,411",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港快運航空,UO,"1,436",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-08,香港航空,HX,"1,507",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,香港航空,HX,"1,507",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,373",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-08,國泰航空,CX,"5,839",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,885,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,977,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,987,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,"1,139",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,"1,158",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,"1,236",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港航空,HX,"1,257",12:00,17:50,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,"1,346",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港快運航空,UO,"1,346",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港航空,HX,"1,507",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港航空,HX,"1,507",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,大灣區航空,GB,"1,534",11:50,17:35,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港航空,HX,"1,745",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,香港航空,HX,"1,745",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,大灣區航空,GB,"2,005",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,373",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-09,國泰航空,CX,"5,839",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,864,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,864,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,957,14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,977,10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,977,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,987,23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-10,香港航空,HX,"1,031",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港航空,HX,"1,031",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,"1,155",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,大灣區航空,GB,"1,289",11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港快運航空,UO,"1,309",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港航空,HX,"1,507",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,香港航空,HX,"1,507",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,大灣區航空,GB,"1,534",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,373",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-10,國泰航空,CX,"5,839",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,792,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,849,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-11,大灣區航空,GB,952,11:00,16:45,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,957,10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,957,14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,987,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,987,23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-11,香港航空,HX,"1,031",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,"1,136",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港快運航空,UO,"1,136",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,大灣區航空,GB,"1,411",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港航空,HX,"1,507",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港航空,HX,"1,507",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,香港航空,HX,"1,507",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-11,國泰航空,CX,"5,822",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,864,17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-12,大灣區航空,GB,952,11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,957,09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,957,10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,957,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,957,14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,987,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-12,香港航空,HX,"1,031",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,大灣區航空,GB,"1,101",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,"1,110",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-12,香港航空,HX,"1,206",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港快運航空,UO,"1,289",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港航空,HX,"1,430",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,香港航空,HX,"1,983",14:25,20:00,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-12,國泰航空,CX,"5,822",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,864,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,958,13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,017",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,048",17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,118",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,136",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,136",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港快運航空,UO,"1,136",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,大灣區航空,GB,"1,411",11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港航空,HX,"1,443",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港航空,HX,"1,443",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,大灣區航空,GB,"1,534",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港航空,HX,"1,661",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,香港航空,HX,"2,448",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-13,國泰航空,CX,"5,822",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,136",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,136",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,136",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,138",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,138",15:00,20:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,292",20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,327",13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,359",17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-14,香港快運航空,UO,"1,436",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-14,香港航空,HX,"1,983",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港航空,HX,"1,983",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,大灣區航空,GB,"2,003",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,大灣區航空,GB,"2,003",11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港航空,HX,"2,210",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,香港航空,HX,"3,599",14:25,20:00,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-14,國泰航空,CX,"5,822",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,385",13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,569",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,569",15:00,20:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,588",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,621",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,696",20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"1,806",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,大灣區航空,GB,"2,003",11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"2,175",17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,大灣區航空,GB,"2,360",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港航空,HX,"2,448",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港航空,HX,"2,923",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港航空,HX,"2,923",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,香港快運航空,UO,"2,957",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,香港航空,HX,"3,599",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"5,912",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"5,912",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"6,732",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-15,國泰航空,CX,"8,869",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"1,436",20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"1,696",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"1,964",17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"2,065",13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"2,065",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"2,230",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"2,230",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,大灣區航空,GB,"2,360",11:50,17:35,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,大灣區航空,GB,"2,813",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港航空,HX,"3,593",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港航空,HX,"3,593",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港航空,HX,"4,317",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港航空,HX,"4,317",12:00,17:50,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,001",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,001",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,001",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港航空,HX,"5,315",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,822",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-16,國泰航空,CX,"5,912",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"6,655",15:00,20:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-16,香港快運航空,UO,"6,669",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,348",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,359",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,601",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,621",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,621",13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,677",20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,786",14:55,20:30,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"1,806",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,大灣區航空,GB,"2,360",09:20,15:05,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港快運航空,UO,"2,484",17:35,22:55,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-17,大灣區航空,GB,"2,813",11:10,16:45,4小時35分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港航空,HX,"2,923",08:20,14:10,4小時50分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港航空,HX,"3,593",02:35,08:20,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港航空,HX,"3,593",09:10,14:55,4小時45分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"5,001",08:15,13:40,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"5,001",15:10,20:30,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,香港航空,HX,"5,315",14:20,20:00,4小時40分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"5,369",16:20,21:35,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"5,912",09:05,14:30,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"5,912",10:40,16:05,4小時25分,HKG,NRT,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"6,732",08:40,13:55,4小時15分,HKG,HND,Yes,NA
2025-07-27,2025-08-17,國泰航空,CX,"8,869",01:20,06:40,4小時20分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,987,20:00,01:20,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,138",13:00,18:30,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,204",23:40,05:00,4小時20分,HKG,HND,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,217",01:15,06:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,217",10:35,16:05,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,327",09:15,14:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,327",14:15,19:45,4小時30分,HKG,NRT,Yes,NA
2025-07-27,2025-08-18,香港快運航空,UO,"1,327",15:00,20:30,4小時30分,HKG,NRT,Yes,NA
